timestamp,source_ip,username,auth_method,service,status,message
2026-09-18 07:18:35,10.0.17.207,dev,2fa,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 07:21:47,10.0.48.150,steve,password,api_server,SUCCESS,Session opened for user
2026-09-18 07:26:27,10.0.50.199,leo,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 07:26:47,172.16.5.249,karen,password,vpn_gateway,FAILURE,Connection closed by authenticating user [preauth]
2026-09-18 07:29:40,172.16.3.139,zara,2fa,sshd,SUCCESS,Access granted — session initiated
2026-09-18 07:36:42,10.0.18.40,karen,password,sshd,SUCCESS,Access granted — session initiated
2026-09-18 07:47:38,192.168.1.40,diana,ssh_key,api_server,SUCCESS,Session opened for user
2026-09-18 07:50:54,10.0.25.21,uma,password,sshd,SUCCESS,Authentication successful
2026-09-18 07:51:26,192.168.1.109,bhaskar,kerberos,vpn_gateway,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 07:55:33,10.0.41.159,dev,kerberos,web_portal,SUCCESS,User authenticated successfully
2026-09-18 08:02:19,10.0.3.187,peter,password,rdp,SUCCESS,Access granted — session initiated
2026-09-18 08:04:58,192.168.1.99,maria,password,sshd,SUCCESS,Access granted — session initiated
2026-09-18 08:10:59,10.0.14.246,jack,ssh_key,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 08:13:58,10.0.35.187,arun,2fa,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-18 08:14:20,172.16.6.196,karen,password,sshd,SUCCESS,Login accepted via PAM
2026-09-18 08:14:55,172.16.5.112,victor,2fa,web_portal,SUCCESS,User authenticated successfully
2026-09-18 08:15:26,10.0.30.138,peter,certificate,sshd,SUCCESS,Authentication successful
2026-09-18 08:39:53,172.16.2.223,peter,2fa,web_portal,SUCCESS,Kerberos TGT validated
2026-09-18 08:44:09,10.0.41.159,quinn,ssh_key,sshd,SUCCESS,Session opened for user
2026-09-18 08:49:40,192.168.1.242,peter,2fa,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 08:53:44,10.0.6.219,chitra,2fa,vpn_gateway,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 08:56:06,10.0.3.187,xander,password,rdp,SUCCESS,Authentication successful
2026-09-18 08:56:41,192.168.1.138,bob,2fa,web_portal,SUCCESS,Kerberos TGT validated
2026-09-18 08:56:53,10.0.18.40,grace,password,sshd,SUCCESS,Login accepted via PAM
2026-09-18 08:57:39,172.16.9.156,tina,kerberos,web_portal,SUCCESS,Authentication successful
2026-09-18 08:59:20,10.0.41.159,chitra,2fa,sshd,SUCCESS,Access granted — session initiated
2026-09-18 09:00:36,10.0.30.98,arun,ssh_key,vpn_gateway,SUCCESS,Session opened for user
2026-09-18 09:01:48,10.0.18.17,victor,password,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 09:11:49,10.0.29.151,eve,ssh_key,vpn_gateway,FAILURE,"Permission denied (publickey,password)"
2026-09-18 09:16:17,172.16.0.88,deploy,password,web_portal,FAILURE,Failed password for invalid user
2026-09-18 09:16:27,172.16.0.88,deploy,password,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 09:16:38,172.16.0.88,gitlab,password,web_portal,FAILURE,Failed keyboard-interactive/pam for user
2026-09-18 09:17:59,172.16.0.88,ci_user,password,sshd,FAILURE,"Permission denied (publickey,password)"
2026-09-18 09:18:13,172.16.0.88,gitlab,password,sshd,FAILURE,error: maximum authentication attempts exceeded
2026-09-18 09:18:25,172.16.0.88,jenkins,password,sshd,FAILURE,error: maximum authentication attempts exceeded
2026-09-18 09:18:55,172.16.0.88,gitlab,password,web_portal,FAILURE,Failed password for invalid user
2026-09-18 09:23:44,10.0.30.138,henry,2fa,web_portal,SUCCESS,Accepted publickey for user
2026-09-18 09:24:09,172.16.6.196,leo,password,api_server,SUCCESS,Accepted publickey for user
2026-09-18 09:41:08,10.0.6.56,alice,ssh_key,api_server,SUCCESS,Authentication successful
2026-09-18 09:41:23,10.0.41.159,leo,kerberos,sshd,SUCCESS,Access granted — session initiated
2026-09-18 09:48:26,192.168.1.249,frank,password,sshd,SUCCESS,User authenticated successfully
2026-09-18 09:52:16,192.168.1.161,frank,password,api_server,SUCCESS,Access granted — session initiated
2026-09-18 09:53:09,10.0.13.181,rachel,2fa,web_portal,SUCCESS,Login accepted via PAM
2026-09-18 10:00:10,10.0.15.222,karen,kerberos,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 10:03:18,10.0.15.36,leo,ssh_key,sshd,SUCCESS,Accepted publickey for user
2026-09-18 10:06:52,10.0.38.103,jack,ssh_key,sshd,SUCCESS,Accepted publickey for user
2026-09-18 10:09:58,192.168.1.142,steve,password,sshd,SUCCESS,Accepted publickey for user
2026-09-18 10:10:36,192.168.1.17,maria,password,web_portal,SUCCESS,Authentication successful
2026-09-18 10:11:00,172.16.6.196,maria,password,web_portal,SUCCESS,Authentication successful
2026-09-18 10:13:19,10.0.48.144,olivia,password,web_portal,SUCCESS,User authenticated successfully
2026-09-18 10:14:05,10.0.15.130,xander,kerberos,sshd,SUCCESS,Authentication successful
2026-09-18 10:18:25,192.168.1.17,nathan,ssh_key,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 10:18:36,10.0.32.24,nathan,ssh_key,sshd,SUCCESS,Authentication successful
2026-09-18 10:25:49,192.168.1.29,frank,password,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-18 10:26:45,10.0.45.140,tina,password,sshd,SUCCESS,User authenticated successfully
2026-09-18 10:32:13,10.0.24.148,chitra,2fa,sshd,SUCCESS,Login accepted via PAM
2026-09-18 10:32:32,192.168.1.153,rachel,password,sshd,SUCCESS,Authentication successful
2026-09-18 10:32:58,10.0.2.190,grace,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 10:33:25,192.168.1.41,steve,ssh_key,web_portal,SUCCESS,Access granted — session initiated
2026-09-18 10:34:12,10.0.1.195,karen,2fa,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 10:35:26,192.168.1.136,charlie,password,vpn_gateway,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-18 10:37:15,10.0.45.140,peter,2fa,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 10:42:06,172.16.2.223,victor,password,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-18 10:43:15,10.0.42.118,arun,kerberos,rdp,SUCCESS,Access granted — session initiated
2026-09-18 10:46:11,192.168.1.185,maria,password,web_portal,SUCCESS,User authenticated successfully
2026-09-18 10:50:06,10.0.46.167,xander,password,web_portal,SUCCESS,Session opened for user
2026-09-18 10:53:48,10.0.30.138,eve,password,web_portal,SUCCESS,Session opened for user
2026-09-18 10:53:55,10.0.27.57,henry,ssh_key,rdp,SUCCESS,Authentication successful
2026-09-18 10:56:24,10.0.32.24,frank,password,api_server,FAILURE,"Permission denied (publickey,password)"
2026-09-18 11:00:10,192.168.1.136,uma,ssh_key,web_portal,SUCCESS,Accepted publickey for user
2026-09-18 11:16:39,192.168.1.30,maria,ssh_key,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-18 11:18:52,192.168.1.30,victor,ssh_key,sshd,SUCCESS,Session opened for user
2026-09-18 11:24:07,192.168.1.203,rachel,ssh_key,sshd,SUCCESS,Accepted publickey for user
2026-09-18 11:24:35,10.0.30.138,peter,ssh_key,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-18 11:25:35,192.168.1.17,karen,password,web_portal,SUCCESS,Kerberos TGT validated
2026-09-18 11:29:39,10.0.18.208,bob,password,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 11:29:58,10.0.32.102,uma,password,web_portal,SUCCESS,Kerberos TGT validated
2026-09-18 11:34:54,10.0.3.207,olivia,password,api_server,SUCCESS,Access granted — session initiated
2026-09-18 11:35:31,10.0.16.42,zara,2fa,sshd,SUCCESS,Access granted — session initiated
2026-09-18 11:36:10,10.0.18.63,grace,ssh_key,sshd,FAILURE,"Permission denied (publickey,password)"
2026-09-18 11:36:35,10.0.18.208,grace,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 11:45:35,192.168.1.109,peter,ssh_key,rdp,SUCCESS,Authentication successful
2026-09-18 11:46:15,10.0.50.199,peter,2fa,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-18 11:47:47,10.0.2.190,leo,password,sshd,FAILURE,"Permission denied (publickey,password)"
2026-09-18 11:53:04,192.168.1.138,karen,2fa,api_server,SUCCESS,Kerberos TGT validated
2026-09-18 11:58:17,10.0.6.56,nathan,ssh_key,vpn_gateway,SUCCESS,Session opened for user
2026-09-18 12:07:33,10.0.36.51,quinn,kerberos,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 12:10:04,10.0.11.179,jack,ssh_key,sshd,SUCCESS,User authenticated successfully
2026-09-18 12:15:51,10.0.35.68,xander,ssh_key,rdp,SUCCESS,User authenticated successfully
2026-09-18 12:21:00,10.0.9.131,bhaskar,2fa,sshd,FAILURE,Invalid credentials — access denied
2026-09-18 12:21:02,10.0.24.57,charlie,password,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 12:21:26,10.0.49.87,jack,2fa,api_server,SUCCESS,Kerberos TGT validated
2026-09-18 12:22:30,10.0.24.148,uma,ssh_key,web_portal,SUCCESS,Authentication successful
2026-09-18 12:29:11,10.0.15.222,arun,password,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 12:36:06,192.168.1.13,charlie,password,sshd,FAILURE,Failed password for invalid user
2026-09-18 12:39:07,10.0.3.187,jack,2fa,web_portal,SUCCESS,Kerberos TGT validated
2026-09-18 12:43:30,10.0.18.63,karen,password,vpn_gateway,FAILURE,error: maximum authentication attempts exceeded
2026-09-18 12:50:31,10.0.14.234,bob,password,sshd,SUCCESS,Accepted publickey for user
2026-09-18 12:56:02,192.168.1.203,quinn,ssh_key,sshd,SUCCESS,Accepted publickey for user
2026-09-18 13:00:24,10.0.30.98,wendy,2fa,sshd,SUCCESS,Login accepted via PAM
2026-09-18 13:02:01,10.0.44.190,charlie,password,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-18 13:09:58,172.16.6.29,leo,certificate,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 13:16:58,10.0.24.57,arun,password,sshd,FAILURE,Invalid credentials — access denied
2026-09-18 13:23:29,10.0.48.144,eve,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-18 13:24:30,10.0.14.172,steve,kerberos,sshd,SUCCESS,Access granted — session initiated
2026-09-18 13:32:58,172.16.4.40,bhaskar,password,api_server,SUCCESS,Session opened for user
2026-09-18 13:33:45,10.0.24.57,leo,kerberos,sshd,SUCCESS,User authenticated successfully
2026-09-18 13:37:56,10.0.24.42,xander,password,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 13:39:32,10.0.24.148,maria,password,sshd,SUCCESS,User authenticated successfully
2026-09-18 13:41:43,10.0.32.102,uma,certificate,sshd,SUCCESS,Authentication successful
2026-09-18 13:41:46,10.0.5.156,tina,2fa,web_portal,SUCCESS,Authentication successful
2026-09-18 13:43:55,10.0.32.102,henry,password,rdp,SUCCESS,User authenticated successfully
2026-09-18 13:44:21,10.0.25.21,arun,password,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-18 13:45:12,10.0.35.23,jack,kerberos,web_portal,FAILURE,Failed password for invalid user
2026-09-18 13:48:54,10.0.50.199,eve,password,web_portal,SUCCESS,Access granted — session initiated
2026-09-18 13:53:37,10.0.48.150,yuki,ssh_key,web_portal,SUCCESS,User authenticated successfully
2026-09-18 14:00:52,172.16.5.197,leo,2fa,sshd,SUCCESS,Authentication successful
2026-09-18 14:09:28,10.0.6.56,leo,password,sshd,SUCCESS,Session opened for user
2026-09-18 14:10:28,172.16.5.112,leo,password,vpn_gateway,FAILURE,Invalid credentials — access denied
2026-09-18 14:16:05,10.0.9.64,leo,kerberos,sshd,SUCCESS,Login accepted via PAM
2026-09-18 14:24:24,10.0.3.187,alice,2fa,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 14:25:21,10.0.15.222,iris,password,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 14:25:28,10.0.23.155,yuki,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 14:26:42,10.0.38.103,steve,ssh_key,api_server,SUCCESS,Accepted publickey for user
2026-09-18 14:26:51,172.16.5.112,karen,password,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 14:33:14,10.0.48.27,uma,password,web_portal,SUCCESS,Authentication successful
2026-09-18 14:34:29,192.168.1.193,nathan,password,web_portal,SUCCESS,Accepted publickey for user
2026-09-18 14:34:58,192.168.1.120,charlie,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-18 14:37:07,10.0.30.138,charlie,kerberos,web_portal,SUCCESS,Accepted publickey for user
2026-09-18 14:38:10,10.0.50.199,charlie,ssh_key,rdp,SUCCESS,Authentication successful
2026-09-18 14:39:28,192.168.1.249,iris,ssh_key,sshd,SUCCESS,Authentication successful
2026-09-18 14:39:59,10.0.41.29,nathan,ssh_key,vpn_gateway,FAILURE,Failed password for invalid user
2026-09-18 14:41:03,10.0.10.68,xander,password,rdp,SUCCESS,Kerberos TGT validated
2026-09-18 14:42:06,172.16.9.156,grace,2fa,rdp,SUCCESS,Access granted — session initiated
2026-09-18 14:50:02,10.0.44.190,diana,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 14:54:36,10.0.24.42,alice,ssh_key,sshd,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-18 14:57:18,10.0.6.56,nathan,ssh_key,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 15:03:13,192.168.1.203,arun,ssh_key,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-18 15:04:58,10.0.14.168,charlie,password,rdp,FAILURE,"Permission denied (publickey,password)"
2026-09-18 15:08:32,192.168.1.30,diana,ssh_key,web_portal,SUCCESS,Login accepted via PAM
2026-09-18 15:13:17,10.0.11.179,yuki,2fa,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 15:16:15,10.0.24.91,jack,password,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 15:17:21,10.0.35.187,quinn,ssh_key,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 15:20:07,192.168.1.13,xander,certificate,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-18 15:22:14,192.168.1.99,xander,password,sshd,SUCCESS,Authentication successful
2026-09-18 15:22:25,192.168.1.193,quinn,2fa,sshd,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-18 15:32:49,10.0.37.225,yuki,ssh_key,sshd,SUCCESS,Authentication successful
2026-09-18 15:35:23,172.16.3.139,dev,ssh_key,web_portal,SUCCESS,User authenticated successfully
2026-09-18 15:41:48,10.0.3.8,henry,kerberos,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 15:42:09,192.168.1.13,olivia,password,vpn_gateway,SUCCESS,Session opened for user
2026-09-18 15:51:23,10.0.18.254,tina,ssh_key,web_portal,SUCCESS,Login accepted via PAM
2026-09-18 15:59:25,172.16.6.196,tina,ssh_key,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-18 16:03:58,192.168.1.161,zara,password,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 16:06:34,10.0.41.29,jack,ssh_key,rdp,SUCCESS,Session opened for user
2026-09-18 16:18:52,10.0.49.87,leo,certificate,api_server,SUCCESS,Kerberos TGT validated
2026-09-18 16:20:21,10.0.35.68,arun,2fa,rdp,SUCCESS,Access granted — session initiated
2026-09-18 16:30:59,192.168.1.29,tina,password,sshd,SUCCESS,User authenticated successfully
2026-09-18 16:32:33,10.0.48.27,wendy,ssh_key,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-18 16:37:25,10.0.41.44,yuki,password,sshd,SUCCESS,User authenticated successfully
2026-09-18 16:41:45,10.0.41.159,dev,password,web_portal,FAILURE,error: maximum authentication attempts exceeded
2026-09-18 16:42:40,10.0.14.246,xander,password,sshd,SUCCESS,Accepted publickey for user
2026-09-18 16:53:42,172.16.5.112,frank,password,web_portal,SUCCESS,Login accepted via PAM
2026-09-18 16:55:52,192.168.1.65,uma,password,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 17:10:24,10.0.32.102,yuki,password,vpn_gateway,SUCCESS,Authentication successful
2026-09-18 17:12:51,10.0.41.44,yuki,2fa,web_portal,SUCCESS,Kerberos TGT validated
2026-09-18 17:15:33,10.0.28.230,rachel,certificate,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 17:32:12,10.0.41.177,peter,kerberos,web_portal,SUCCESS,Access granted — session initiated
2026-09-18 17:36:27,10.0.32.102,steve,2fa,web_portal,SUCCESS,Authentication successful
2026-09-18 17:39:26,172.16.9.156,iris,2fa,sshd,SUCCESS,Session opened for user
2026-09-18 17:48:19,192.168.1.17,wendy,password,sshd,SUCCESS,Access granted — session initiated
2026-09-18 17:54:43,192.168.1.13,bhaskar,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-18 18:03:08,10.0.2.190,quinn,ssh_key,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-18 18:05:45,10.0.14.246,henry,password,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-18 18:09:03,10.0.4.59,frank,kerberos,web_portal,SUCCESS,User authenticated successfully
2026-09-18 18:09:13,10.0.25.21,dev,ssh_key,web_portal,SUCCESS,Accepted publickey for user
2026-09-18 18:11:46,10.0.41.159,chitra,2fa,web_portal,SUCCESS,User authenticated successfully
2026-09-18 18:12:00,10.0.18.63,tina,password,web_portal,SUCCESS,User authenticated successfully
2026-09-18 18:12:10,172.16.6.29,karen,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-18 18:28:02,10.0.4.59,charlie,2fa,sshd,SUCCESS,User authenticated successfully
2026-09-18 18:33:42,10.0.18.254,uma,ssh_key,web_portal,SUCCESS,User authenticated successfully
2026-09-18 19:07:29,192.168.1.138,tina,password,vpn_gateway,SUCCESS,Session opened for user
2026-09-18 19:11:10,192.168.1.142,zara,ssh_key,sshd,SUCCESS,Accepted publickey for user
2026-09-18 19:30:35,192.168.1.142,bob,2fa,web_portal,FAILURE,Failed password for invalid user
2026-09-18 19:36:49,10.0.49.87,diana,password,web_portal,SUCCESS,Access granted — session initiated
2026-09-18 19:40:00,192.168.1.98,henry,ssh_key,rdp,SUCCESS,Session opened for user
2026-09-18 19:44:57,10.0.42.118,eve,password,web_portal,SUCCESS,Access granted — session initiated
2026-09-18 19:49:36,172.16.6.196,iris,password,web_portal,SUCCESS,Authentication successful
2026-09-18 19:52:29,10.0.27.57,charlie,password,vpn_gateway,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-18 20:03:50,10.0.36.51,wendy,2fa,web_portal,SUCCESS,Kerberos TGT validated
2026-09-18 21:05:17,10.0.32.102,yuki,password,web_portal,SUCCESS,User authenticated successfully
2026-09-18 21:38:51,10.0.11.179,henry,password,web_portal,SUCCESS,Authentication successful
2026-09-18 22:27:12,10.0.24.42,wendy,password,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-18 22:48:06,45.33.32.156,postgres,password,web_portal,FAILURE,"Permission denied (publickey,password)"
2026-09-18 22:48:28,45.33.32.156,admin,ssh_key,web_portal,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-18 22:48:54,45.33.32.156,test,password,rdp,FAILURE,Connection closed by authenticating user [preauth]
2026-09-18 22:49:24,10.0.48.150,bob,2fa,vpn_gateway,FAILURE,error: maximum authentication attempts exceeded
2026-09-18 22:49:38,45.33.32.156,test,password,vpn_gateway,FAILURE,"Permission denied (publickey,password)"
2026-09-18 22:49:39,45.33.32.156,admin,ssh_key,web_portal,FAILURE,Failed keyboard-interactive/pam for user
2026-09-18 22:50:29,45.33.32.156,root,password,sshd,FAILURE,"Permission denied (publickey,password)"
2026-09-18 22:50:32,45.33.32.156,oracle,password,sshd,FAILURE,Failed password for invalid user
2026-09-18 22:50:40,45.33.32.156,test,password,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 22:50:56,45.33.32.156,admin,password,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 22:50:57,45.33.32.156,root,password,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 22:50:59,45.33.32.156,postgres,password,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 22:51:39,45.33.32.156,root,ssh_key,rdp,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 22:52:01,45.33.32.156,oracle,password,sshd,FAILURE,"Permission denied (publickey,password)"
2026-09-18 22:52:02,45.33.32.156,test,ssh_key,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 22:52:10,45.33.32.156,admin,password,web_portal,FAILURE,Failed password for invalid user
2026-09-18 22:52:17,45.33.32.156,root,password,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-18 22:52:55,45.33.32.156,admin,password,rdp,FAILURE,Connection closed by authenticating user [preauth]
2026-09-19 00:24:15,10.0.46.81,olivia,password,sshd,SUCCESS,User authenticated successfully
2026-09-19 01:41:01,172.16.5.112,eve,kerberos,vpn_gateway,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 02:21:50,10.0.38.103,jack,2fa,sshd,SUCCESS,Accepted publickey for user
2026-09-19 03:24:22,192.168.1.98,xander,password,sshd,SUCCESS,User authenticated successfully
2026-09-19 03:53:16,10.0.8.250,dev,password,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-19 03:57:02,10.0.42.118,chitra,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 04:47:07,10.0.49.87,arun,password,web_portal,SUCCESS,Login accepted via PAM
2026-09-19 05:15:18,10.0.43.59,bob,password,rdp,FAILURE,Connection closed by authenticating user [preauth]
2026-09-19 05:23:57,10.0.10.68,dev,certificate,sshd,SUCCESS,Accepted publickey for user
2026-09-19 05:45:28,172.16.4.40,olivia,ssh_key,sshd,SUCCESS,Login accepted via PAM
2026-09-19 06:01:50,172.16.5.197,yuki,password,sshd,SUCCESS,Session opened for user
2026-09-19 06:12:08,10.0.29.151,yuki,ssh_key,sshd,SUCCESS,Access granted — session initiated
2026-09-19 06:12:27,10.0.2.190,karen,2fa,vpn_gateway,SUCCESS,Authentication successful
2026-09-19 06:21:13,10.0.35.187,grace,2fa,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 06:49:29,10.0.18.180,bob,password,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 06:53:08,192.168.1.185,quinn,certificate,web_portal,SUCCESS,Login accepted via PAM
2026-09-19 07:12:28,10.0.29.151,nathan,2fa,sshd,SUCCESS,Login accepted via PAM
2026-09-19 07:17:45,10.0.14.246,tina,2fa,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-19 07:18:15,10.0.24.91,uma,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 07:31:54,10.0.24.42,leo,2fa,web_portal,SUCCESS,Authentication successful
2026-09-19 07:37:35,10.0.10.68,arun,kerberos,sshd,SUCCESS,Accepted publickey for user
2026-09-19 07:44:45,192.168.1.65,eve,2fa,vpn_gateway,SUCCESS,Authentication successful
2026-09-19 07:46:26,192.168.1.41,peter,2fa,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 07:47:26,10.0.1.195,bhaskar,password,sshd,SUCCESS,Access granted — session initiated
2026-09-19 07:58:37,192.168.1.194,peter,ssh_key,web_portal,SUCCESS,Kerberos TGT validated
2026-09-19 08:01:26,10.0.21.103,alice,password,sshd,SUCCESS,Session opened for user
2026-09-19 08:02:15,10.0.25.21,peter,2fa,sshd,SUCCESS,Accepted publickey for user
2026-09-19 08:02:26,10.0.21.103,yuki,kerberos,api_server,SUCCESS,Accepted publickey for user
2026-09-19 08:10:36,10.0.41.44,grace,2fa,rdp,SUCCESS,Access granted — session initiated
2026-09-19 08:11:13,192.168.1.161,iris,ssh_key,rdp,SUCCESS,User authenticated successfully
2026-09-19 08:11:14,10.0.4.59,chitra,2fa,sshd,SUCCESS,Session opened for user
2026-09-19 08:11:45,10.0.1.195,eve,ssh_key,web_portal,SUCCESS,User authenticated successfully
2026-09-19 08:12:01,10.0.41.44,xander,password,web_portal,SUCCESS,Accepted publickey for user
2026-09-19 08:12:46,10.0.2.190,chitra,password,api_server,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-19 08:14:11,172.16.3.130,bob,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 08:23:09,10.0.32.24,yuki,kerberos,sshd,SUCCESS,User authenticated successfully
2026-09-19 08:24:18,10.0.45.140,rachel,password,rdp,SUCCESS,Login accepted via PAM
2026-09-19 08:24:22,10.0.17.207,karen,ssh_key,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-19 08:24:44,10.0.11.179,eve,password,web_portal,SUCCESS,Access granted — session initiated
